inst#,solver,actualclass,predictedclass,, error, probability distribution
19858,52198657,bad,bad,0.016 *0.984,,
19859,94599137,bad,bad,0.205 *0.795,,
19860,94599139,bad,bad,0.072 *0.928,,
19861,20321735,bad,bad,0.016 *0.984,,
19862,58743455,bad,bad,0.016 *0.984,,
19863,89269801,bad,bad,0.004 *0.996,,
19864,91845162,bad,bad,0.004 *0.996,,
19865,12926478,bad,bad,0.027 *0.973,,
19866,52068148,bad,bad,0.038 *0.962,,
19867,90783920,bad,bad,0.004 *0.996,,
19868,93485612,bad,bad,0.25  *0.75 ,,
19869,33998453,bad,bad,0.032 *0.968,,
19870,41159761,bad,bad,0.011 *0.989,,
19871,12271644,bad,bad,0.027 *0.973,,
19872,22938022,bad,bad,0.027 *0.973,,
19873,69323954,bad,bad,0.01  *0.99 ,,
19874,88987917,bad,bad,0.004 *0.996,,
19875,30523625,bad,bad,0.156 *0.844,,
19876,30523626,bad,bad,0.156 *0.844,,
19877,52421325,bad,bad,0.013 *0.987,,
19878,21591614,bad,bad,0.027 *0.973,,
19879,94599138,good,good,*0.667  0.333,,
19880,87479580,bad,bad,0.241 *0.759,,
19881,45850725,bad,bad,0.011 *0.989,,
19882,45850727,bad,bad,0.011 *0.989,,
19883,87479579,bad,bad,0.02  *0.98 ,,
19884,45869638,bad,bad,0.037 *0.963,,
19885,89269803,bad,bad,0.004 *0.996,,
19886,52198660,bad,bad,0.037 *0.963,,
19887,39942441,bad,bad,0.037 *0.963,,
19888,44526267,bad,bad,0.037 *0.963,,
19889,32197588,bad,bad,0.037 *0.963,,
19890,88436999,bad,bad,0.004 *0.996,,
19891,22938022,good,good,*1      0    ,,
19892,22938024,good,good,*1      0    ,,
19893,69323954,bad,bad,0.037 *0.963,,
19894,52421325,bad,bad,0.037 *0.963,,
19895,44791169,bad,bad,0.037 *0.963,,
19896,21591613,bad,bad,0.047 *0.953,,
19897,21591615,bad,bad,0.047 *0.953,,
19898,21591614,bad,bad,0.047 *0.953,,
19899,52198658,bad,bad,0.037 *0.963,,
19900,30870720,bad,bad,0.037 *0.963,,
19901,94599138,bad,bad,0.059 *0.941,,
19902,68908713,bad,bad,0.037 *0.963,,
19903,96689089,good,bad,0.08  *0.92 ,,
19904,60392863,bad,bad,0.037 *0.963,,
19905,12926479,bad,bad,0.027 *0.973,,
19906,12926477,bad,bad,0.027 *0.973,,
19907,50249253,bad,bad,0.011 *0.989,,
19908,45869639,bad,bad,0.011 *0.989,,
19909,89269803,bad,bad,0.004 *0.996,,
19910,39942443,bad,bad,0.222 *0.778,,
19911,44673503,bad,bad,0.011 *0.989,,
19912,93485612,good,bad,0.302 *0.698,,
19913,16465898,good,bad,0.027 *0.973,,
19914,7668972,bad,bad,0.005 *0.995,,
19915,7668973,bad,bad,0.005 *0.995,,
19916,7668974,bad,bad,0.005 *0.995,,
19917,24748479,bad,bad,0.027 *0.973,,
19918,86142506,bad,bad,0.043 *0.957,,
19919,19552033,bad,bad,0.027 *0.973,,
19920,75259914,bad,bad,0.043 *0.957,,
19921,88987917,bad,bad,0.004 *0.996,,
19922,17734818,bad,bad,0.027 *0.973,,
19923,52421325,bad,bad,0.013 *0.987,,
19924,21591615,bad,bad,0.027 *0.973,,
19925,52198657,bad,bad,0.013 *0.987,,
19926,35768768,bad,bad,0.032 *0.968,,
19927,30870723,bad,bad,0.032 *0.968,,
19928,45869640,bad,bad,0.011 *0.989,,
19929,92331214,bad,bad,0.004 *0.996,,
19930,94599139,bad,bad,0.116 *0.884,,
19931,96590061,bad,bad,0.08  *0.92 ,,
19932,96590060,bad,bad,0.08  *0.92 ,,
19933,89269801,bad,bad,0.004 *0.996,,
19934,60392861,bad,bad,0.01  *0.99 ,,
19935,66604316,bad,bad,0.037 *0.963,,
19936,73388125,bad,bad,0     *1    ,,
19937,12926479,bad,bad,0     *1    ,,
19938,45869637,bad,bad,0.037 *0.963,,
19939,54685154,bad,bad,0.037 *0.963,,
19940,89269802,bad,bad,0.004 *0.996,,
19941,89269804,bad,bad,0.004 *0.996,,
19942,28187355,bad,bad,0.037 *0.963,,
19943,9786219,bad,good,*0.692  0.308,,
19944,87217530,good,bad,0.112 *0.888,,
19945,95762352,good,bad,0.059 *0.941,,
19946,7668973,bad,bad,0.03  *0.97 ,,
19947,33998453,bad,bad,0.037 *0.963,,
19948,86142507,bad,bad,0.112 *0.888,,
19949,22938023,good,good,*1      0    ,,
19950,88987917,good,bad,0.004 *0.996,,
19951,21591614,bad,bad,0.047 *0.953,,
19952,30870723,bad,bad,0.037 *0.963,,
19953,45869640,bad,bad,0.037 *0.963,,
19954,20321734,bad,bad,0     *1    ,,
19955,58743453,bad,bad,0.037 *0.963,,
19956,96689089,good,bad,0.08  *0.92 ,,
19957,60392862,bad,bad,0.037 *0.963,,
19958,72490863,bad,bad,0     *1    ,,
19959,87479577,bad,good,*0.717  0.283,,
19960,52068147,bad,bad,0.155 *0.845,,
19961,52068145,bad,good,*0.841  0.159,,
19962,45869639,bad,bad,0     *1    ,,
19963,45869638,bad,bad,0     *1    ,,
19964,54685154,bad,bad,0.001 *0.999,,
19965,56513173,bad,bad,0.088 *0.913,,
19966,99720138,bad,good,*0.765  0.235,,
19967,39942443,bad,bad,0.029 *0.971,,
19968,53302993,bad,bad,0.001 *0.999,,
19969,33173731,bad,bad,0.01  *0.99 ,,
19970,16465898,good,bad,0.033 *0.967,,
19971,42851841,bad,bad,0     *1    ,,
19972,11256944,bad,bad,0.033 *0.967,,
19973,19552035,bad,bad,0     *1    ,,
19974,95279263,bad,bad,0.037 *0.963,,
19975,30523628,bad,bad,0.208 *0.792,,
19976,47942867,bad,bad,0     *1    ,,
19977,94479547,bad,bad,0.067 *0.933,,
19978,30523627,bad,bad,0.022 *0.978,,
19979,17734818,bad,bad,0.033 *0.967,,
19980,11728976,bad,bad,0.033 *0.967,,
19981,21591614,bad,bad,0.015 *0.985,,
19982,96590062,bad,bad,0.073 *0.927,,
19983,52198659,bad,bad,0.001 *0.999,,
19984,71929702,bad,bad,0.024 *0.976,,
19985,30870722,bad,bad,0.01  *0.99 ,,
19986,28257540,bad,bad,0.06  *0.94 ,,
19987,94599137,bad,good,*0.727  0.273,,
19988,94599138,bad,bad,0     *1    ,,
19989,68908713,bad,bad,0.028 *0.972,,
19990,58743454,bad,bad,0.102 *0.898,,
19991,96590061,bad,bad,0.073 *0.927,,
19992,87479578,bad,bad,0.279 *0.721,,
19993,12926479,bad,bad,0.033 *0.967,,
19994,56513173,bad,bad,0.088 *0.913,,
19995,89269802,bad,bad,0.004 *0.996,,
19996,99720138,good,good,*0.765  0.235,,
19997,39942442,bad,bad,0.172 *0.828,,
19998,90783920,bad,bad,0.004 *0.996,,
19999,44526267,bad,bad,0     *1    ,,
20000,24483136,bad,bad,0.06  *0.94 ,,
20001,95762355,good,good,*0.68   0.32 ,,
20002,24748479,bad,bad,0.06  *0.94 ,,
20003,28257537,bad,bad,0.06  *0.94 ,,
20004,16306266,bad,bad,0.033 *0.967,,
20005,19552032,bad,bad,0     *1    ,,
20006,86142505,bad,bad,0.012 *0.988,,
20007,22938024,good,good,*1      0    ,,
20008,47355262,bad,bad,0     *1    ,,
20009,52421326,bad,bad,0.001 *0.999,,
20010,21591615,bad,bad,0.094 *0.906,,
20011,8788782,bad,bad,0.051 *0.949,,
20012,52198658,bad,bad,0.001 *0.999,,
20013,30870720,bad,bad,0.01  *0.99 ,,
20014,28257540,bad,bad,0.06  *0.94 ,,
20015,45869640,bad,bad,0     *1    ,,
20016,58743453,bad,bad,0.102 *0.898,,
20017,87479580,bad,bad,0.241 *0.759,,
20018,96689089,good,bad,0.08  *0.92 ,,
20019,60392860,bad,bad,0.028 *0.972,,
20020,45850728,bad,bad,0     *1    ,,
20021,74995666,good,bad,0.039 *0.961,,
20022,52068148,bad,bad,0     *1    ,,
20023,47942865,bad,good,*0.824  0.176,,
20024,54685154,bad,good,*1      0    ,,
20025,95762352,good,good,*0.667  0.333,,
20026,33173731,bad,good,*0.833  0.167,,
20027,32110531,good,good,*0.833  0.167,,
20028,32110530,good,good,*0.833  0.167,,
20029,93485612,bad,bad,0.286 *0.714,,
20030,11256942,good,good,*0.633  0.367,,
20031,7668975,bad,good,*0.633  0.367,,
20032,88436999,good,good,*0.806  0.194,,
20033,41159761,good,good,*0.824  0.176,,
20034,19552034,good,good,*1      0    ,,
20035,22938023,good,good,*0.8    0.2  ,,
20036,88987917,good,good,*0.806  0.194,,
20037,30523628,good,good,*1      0    ,,
20038,17734818,good,good,*0.633  0.367,,
20039,21591613,good,good,*0.8    0.2  ,,
20040,21591612,good,good,*0.8    0.2  ,,
20041,21591615,good,good,*0.8    0.2  ,,
20042,96590062,good,good,*1      0    ,,
20043,30870723,good,good,*0.833  0.167,,
20044,30870722,good,good,*0.833  0.167,,
20045,30870721,good,good,*0.833  0.167,,
20046,28257540,good,bad,0.06  *0.94 ,,
20047,58743452,good,good,*1      0    ,,
20048,96590063,good,good,*1      0    ,,
20049,89269801,good,good,*0.806  0.194,,
20050,60392860,bad,bad,0     *1    ,,
20051,60392861,bad,bad,0     *1    ,,
20052,87479579,good,bad,0.14  *0.86 ,,
20053,12926476,bad,bad,0.118 *0.882,,
20054,39942441,good,good,*1      0    ,,
20055,32197588,bad,bad,0.118 *0.882,,
20056,88436999,bad,bad,0.14  *0.86 ,,
20057,34159646,bad,bad,0.118 *0.882,,
20058,1788899,bad,bad,0.118 *0.882,,
20059,52421328,bad,bad,0.14  *0.86 ,,
20060,52421325,bad,bad,0.14  *0.86 ,,
20061,52421327,bad,bad,0.14  *0.86 ,,
20062,21591613,bad,bad,0.118 *0.882,,
20063,21591615,bad,bad,0.118 *0.882,,
20064,52198657,bad,bad,0.14  *0.86 ,,
20065,81986705,bad,bad,0.14  *0.86 ,,
20066,96689089,bad,bad,0     *1    ,,
20067,45850726,bad,bad,0     *1    ,,
20068,52068146,bad,bad,0.194 *0.806,,
20069,52068147,bad,good,*0.75   0.25 ,,
20070,50249253,bad,bad,0.011 *0.989,,
20071,44673503,bad,bad,0.011 *0.989,,
20072,87217530,bad,bad,0.043 *0.957,,
20073,88436999,bad,bad,0.004 *0.996,,
20074,30523628,bad,bad,0     *1    ,,
20075,30523625,bad,bad,0.156 *0.844,,
20076,30523627,good,good,*1      0    ,,
20077,30523626,good,bad,0.156 *0.844,,
20078,52421328,bad,bad,0.013 *0.987,,
20079,11728976,bad,bad,0.027 *0.973,,
20080,21591614,bad,bad,0.027 *0.973,,
20081,94599139,bad,bad,0.16  *0.84 ,,
20082,87479580,good,bad,0.241 *0.759,,
20083,45850725,bad,bad,0.011 *0.989,,
20084,45850727,bad,bad,0.011 *0.989,,
20085,45850728,bad,bad,0.011 *0.989,,
20086,87479578,bad,bad,0.02  *0.98 ,,
20087,73388125,bad,bad,0.043 *0.957,,
20088,87479577,good,bad,0.02  *0.98 ,,
20089,52068148,good,bad,0.25  *0.75 ,,
20090,12926477,bad,bad,0.027 *0.973,,
20091,12926476,bad,bad,0.027 *0.973,,
20092,50249253,bad,bad,0.011 *0.989,,
20093,64278029,bad,bad,0.01  *0.99 ,,
20094,7668975,bad,bad,0.005 *0.995,,
20095,52421326,bad,bad,0.013 *0.987,,
20096,21591613,bad,bad,0.027 *0.973,,
20097,11728976,bad,bad,0.027 *0.973,,
20098,92331214,bad,bad,0.004 *0.996,,
20099,45850728,bad,bad,0.011 *0.989,,
20100,66604316,bad,bad,0.002 *0.998,,
20101,52068145,bad,bad,0.002 *0.998,,
20102,45869637,bad,bad,0.002 *0.998,,
20103,56513173,bad,bad,0.002 *0.998,,
20104,89269802,bad,bad,0.004 *0.996,,
20105,89269803,bad,bad,0.004 *0.996,,
20106,39942443,bad,bad,0.002 *0.998,,
20107,64278029,bad,bad,0.002 *0.998,,
20108,87217530,bad,bad,0.002 *0.998,,
20109,95762355,bad,bad,0.003 *0.997,,
20110,33173731,bad,bad,0.002 *0.998,,
20111,32110530,bad,bad,0.002 *0.998,,
20112,32110532,bad,bad,0.002 *0.998,,
20113,93485612,good,good,*0.893  0.107,,
20114,16465898,bad,bad,0.002 *0.998,,
20115,11256943,bad,bad,0.002 *0.998,,
20116,7668972,bad,bad,0.002 *0.998,,
20117,16306266,bad,bad,0.002 *0.998,,
20118,19552035,bad,bad,0.002 *0.998,,
20119,19552034,bad,bad,0.002 *0.998,,
20120,75259914,bad,bad,0.002 *0.998,,
20121,69323954,bad,bad,0.002 *0.998,,
20122,47942864,bad,bad,0.002 *0.998,,
20123,30523628,bad,bad,0.002 *0.998,,
20124,47942866,bad,bad,0.002 *0.998,,
20125,47942867,bad,bad,0.002 *0.998,,
20126,52421326,bad,bad,0.002 *0.998,,
20127,96590062,bad,bad,0.08  *0.92 ,,
20128,8788782,bad,bad,0.002 *0.998,,
20129,71929702,bad,bad,0.002 *0.998,,
20130,30870722,bad,bad,0.002 *0.998,,
20131,30870721,bad,bad,0.002 *0.998,,
20132,94599137,bad,bad,0.003 *0.997,,
20133,92331214,bad,bad,0.004 *0.996,,
20134,68908713,bad,bad,0.002 *0.998,,
20135,87479577,bad,good,*1      0    ,,
20136,52068148,bad,bad,0.06  *0.94 ,,
20137,52068146,bad,bad,0.06  *0.94 ,,
20138,52068145,bad,bad,0.06  *0.94 ,,
20139,12926477,good,bad,0.06  *0.94 ,,
20140,12926476,good,bad,0.06  *0.94 ,,
20141,50249253,bad,bad,0.06  *0.94 ,,
20142,45869639,bad,bad,0.06  *0.94 ,,
20143,45869638,good,bad,0.06  *0.94 ,,
20144,89269802,bad,bad,0.064 *0.936,,
20145,39942442,bad,bad,0.06  *0.94 ,,
20146,28187355,bad,bad,0.06  *0.94 ,,
20147,87217530,bad,bad,0.06  *0.94 ,,
20148,32110530,bad,bad,0.06  *0.94 ,,
20149,16465898,bad,bad,0.06  *0.94 ,,
20150,18707297,bad,bad,0.06  *0.94 ,,
20151,11256941,bad,bad,0.06  *0.94 ,,
20152,7668974,bad,bad,0.06  *0.94 ,,
20153,88436999,bad,bad,0.064 *0.936,,
20154,86142506,bad,bad,0.06  *0.94 ,,
20155,19552035,bad,bad,0.06  *0.94 ,,
20156,19552033,good,bad,0.06  *0.94 ,,
20157,12271644,bad,bad,0.06  *0.94 ,,
20158,22938021,bad,bad,0.06  *0.94 ,,
20159,69323954,bad,bad,0.06  *0.94 ,,
20160,47942864,bad,bad,0.06  *0.94 ,,
20161,30523625,bad,bad,0.06  *0.94 ,,
20162,30523627,bad,bad,0.06  *0.94 ,,
20163,30523626,good,bad,0.06  *0.94 ,,
20164,44791169,bad,bad,0.06  *0.94 ,,
20165,21591615,good,bad,0.06  *0.94 ,,
20166,52198659,bad,bad,0.06  *0.94 ,,
20167,52198657,bad,bad,0.06  *0.94 ,,
20168,30870722,bad,bad,0.06  *0.94 ,,
20169,30870720,bad,bad,0.06  *0.94 ,,
20170,28257540,bad,bad,0.06  *0.94 ,,
20171,53621904,bad,bad,0.06  *0.94 ,,
20172,94599139,good,bad,0.167 *0.833,,
20173,58743452,bad,bad,0.06  *0.94 ,,
20174,81986705,bad,bad,0.06  *0.94 ,,
20175,96590061,bad,bad,0.048 *0.952,,
20176,96590063,bad,bad,0.048 *0.952,,
20177,89269801,bad,bad,0.064 *0.936,,
20178,66604316,bad,bad,0.01  *0.99 ,,
20179,7481378,bad,bad,0     *1    ,,
20180,73388125,bad,bad,0.043 *0.957,,
20181,28257538,bad,bad,0.156 *0.844,,
20182,52068148,bad,bad,0.038 *0.962,,
20183,52068145,bad,bad,0     *1    ,,
20184,45869639,bad,bad,0.011 *0.989,,
20185,45869637,bad,bad,0.011 *0.989,,
20186,89269804,bad,bad,0.004 *0.996,,
20187,39942441,bad,bad,0     *1    ,,
20188,44673503,bad,bad,0.011 *0.989,,
20189,87217530,bad,bad,0.043 *0.957,,
20190,95762353,good,bad,0.169 *0.831,,
20191,95762352,good,bad,0.169 *0.831,,
20192,11256941,bad,bad,0     *1    ,,
20193,7668972,bad,bad,0     *1    ,,
20194,86142508,bad,bad,0.043 *0.957,,
20195,12271644,bad,bad,0     *1    ,,
20196,22938022,good,good,*0.828  0.172,,
20197,22938023,good,good,*0.828  0.172,,
20198,22938024,good,good,*0.828  0.172,,
20199,88987917,bad,bad,0.004 *0.996,,
20200,30523625,bad,bad,0.156 *0.844,,
20201,21591613,good,good,*0.828  0.172,,
20202,52198659,bad,bad,0.013 *0.987,,
20203,30870723,bad,bad,0.032 *0.968,,
20204,30870721,bad,bad,0.032 *0.968,,
20205,60392862,bad,bad,0.01  *0.99 ,,
20206,60392863,bad,bad,0.01  *0.99 ,,
20207,45850726,bad,bad,0.011 *0.989,,
20208,66604316,bad,bad,0.01  *0.99 ,,
20209,74995666,bad,bad,0.043 *0.957,,
20210,12926478,bad,bad,0.027 *0.973,,
20211,52068147,bad,bad,0.038 *0.962,,
20212,47942865,bad,bad,0.011 *0.989,,
20213,50249253,bad,bad,0.011 *0.989,,
20214,45869639,bad,bad,0.011 *0.989,,
20215,89269802,bad,bad,0.004 *0.996,,
20216,32110529,bad,bad,0.032 *0.968,,
20217,39942441,bad,bad,0.091 *0.909,,
20218,39942440,bad,bad,0.091 *0.909,,
20219,64278029,bad,bad,0.01  *0.99 ,,
20220,87217530,good,bad,0.043 *0.957,,
20221,95762354,bad,bad,0.169 *0.831,,
20222,93485612,good,good,*0.893  0.107,,
20223,11256942,bad,bad,0.027 *0.973,,
20224,7668972,bad,bad,0.005 *0.995,,
20225,7668973,bad,bad,0.005 *0.995,,
20226,24748479,bad,bad,0.027 *0.973,,
20227,19552033,bad,bad,0.027 *0.973,,
20228,69323954,bad,bad,0.01  *0.99 ,,
20229,47942866,bad,bad,0.011 *0.989,,
20230,52421327,bad,bad,0.013 *0.987,,
20231,21591613,bad,bad,0.027 *0.973,,
20232,11728976,bad,bad,0.027 *0.973,,
20233,89269801,bad,bad,0.004 *0.996,,
20234,60392862,bad,bad,0.01  *0.99 ,,
20235,60392863,bad,bad,0.01  *0.99 ,,
20236,60392860,bad,bad,0.01  *0.99 ,,
20237,60392861,bad,bad,0.01  *0.99 ,,
20238,87479578,bad,good,*0.929  0.071,,
20239,7481378,bad,bad,0.005 *0.995,,
20240,12926479,bad,bad,0.027 *0.973,,
20241,52198660,bad,bad,0.013 *0.987,,
20242,39942441,good,good,*1      0    ,,
20243,39942440,bad,good,*1      0    ,,
20244,64278029,bad,bad,0.01  *0.99 ,,
20245,93485612,bad,good,*0.893  0.107,,
20246,16465898,bad,bad,0.027 *0.973,,
20247,7668975,bad,bad,0.005 *0.995,,
20248,75259914,bad,bad,0.043 *0.957,,
20249,22938022,bad,bad,0.027 *0.973,,
20250,30523628,bad,good,*0.525  0.475,,
20251,88304927,bad,bad,0     *1    ,,
20252,94599137,good,good,*0.677  0.323,,
20253,92331214,bad,bad,0.004 *0.996,,
20254,68908713,bad,bad,0.01  *0.99 ,,
20255,45850728,bad,bad,0.011 *0.989,,
20256,74995666,bad,bad,0.002 *0.998,,
20257,73388125,bad,bad,0.002 *0.998,,
20258,52068148,bad,bad,0.002 *0.998,,
20259,54685154,bad,bad,0.002 *0.998,,
20260,56513173,bad,bad,0.002 *0.998,,
20261,89269803,bad,bad,0.004 *0.996,,
20262,39942440,bad,bad,0.002 *0.998,,
20263,32197588,bad,bad,0.002 *0.998,,
20264,95762354,bad,bad,0.003 *0.997,,
20265,32110531,bad,bad,0.002 *0.998,,
20266,11256942,bad,bad,0.002 *0.998,,
20267,11256943,bad,bad,0.002 *0.998,,
20268,11256944,bad,bad,0.002 *0.998,,
20269,86142508,bad,bad,0.002 *0.998,,
20270,19552034,bad,bad,0.002 *0.998,,
20271,19552032,bad,bad,0.002 *0.998,,
20272,47942864,bad,bad,0.002 *0.998,,
20273,30523628,bad,bad,0.002 *0.998,,
20274,30523625,bad,bad,0.002 *0.998,,
20275,94479547,bad,bad,0.003 *0.997,,
20276,62245245,bad,bad,0.002 *0.998,,
20277,82456576,bad,bad,0.002 *0.998,,
20278,52198657,bad,bad,0.002 *0.998,,
20279,30870723,bad,bad,0.002 *0.998,,
20280,94599137,bad,bad,0.003 *0.997,,
20281,45869640,bad,bad,0.002 *0.998,,
20282,94599138,bad,bad,0.003 *0.997,,
20283,94599139,bad,bad,0.003 *0.997,,
20284,20321733,bad,bad,0.002 *0.998,,
20285,60392863,bad,bad,0.002 *0.998,,
20286,45850728,bad,bad,0.002 *0.998,,
20287,66604316,bad,bad,0.028 *0.972,,
20288,28257538,bad,bad,0.06  *0.94 ,,
20289,52068148,bad,bad,0.275 *0.725,,
20290,12926476,bad,bad,0.033 *0.967,,
20291,50249253,bad,bad,0     *1    ,,
20292,45869638,bad,bad,0     *1    ,,
20293,39942440,bad,bad,0.172 *0.828,,
20294,39942443,bad,bad,0.172 *0.828,,
20295,44673503,bad,bad,0     *1    ,,
20296,95762353,good,good,*0.717  0.283,,
20297,95762352,good,good,*0.55   0.45 ,,
20298,33173731,bad,bad,0.01  *0.99 ,,
20299,32110531,bad,bad,0.01  *0.99 ,,
20300,18707297,bad,bad,0     *1    ,,
20301,11256943,bad,bad,0.033 *0.967,,
20302,7668973,bad,bad,0.015 *0.985,,
20303,7668975,bad,bad,0.051 *0.949,,
20304,86142508,bad,bad,0.012 *0.988,,
20305,22938024,good,good,*1      0    ,,
20306,47942866,bad,bad,0     *1    ,,
20307,47942867,bad,bad,0     *1    ,,
20308,94479547,bad,bad,0.067 *0.933,,
20309,21591613,bad,bad,0     *1    ,,
20310,96590062,bad,bad,0.08  *0.92 ,,
20311,71929702,good,good,*0.833  0.167,,
20312,30870722,bad,bad,0.01  *0.99 ,,
20313,87479580,bad,bad,0.241 *0.759,,
20314,96590061,bad,bad,0.08  *0.92 ,,
20315,94599140,bad,bad,0.035 *0.965,,
20316,96689089,good,bad,0.08  *0.92 ,,
20317,91845162,bad,bad,0.004 *0.996,,
20318,60392861,bad,bad,0.028 *0.972,,
20319,45850728,bad,bad,0     *1    ,,
20320,52068146,bad,good,*0.867  0.133,,
20321,87479577,good,good,*0.768  0.232,,
20322,12926479,bad,bad,0.033 *0.967,,
20323,52068146,bad,bad,0.014 *0.986,,
20324,52068147,bad,bad,0.014 *0.986,,
20325,52068145,good,good,*1      0    ,,
20326,47942865,bad,bad,0.013 *0.987,,
20327,39942442,good,good,*1      0    ,,
20328,44673503,bad,bad,0     *1    ,,
20329,95762352,bad,bad,0.072 *0.928,,
20330,11256941,bad,bad,0.033 *0.967,,
20331,7668974,bad,bad,0.051 *0.949,,
20332,7668975,bad,bad,0.051 *0.949,,
20333,86142508,bad,bad,0.012 *0.988,,
20334,75259914,bad,bad,0.039 *0.961,,
20335,12271644,bad,bad,0.033 *0.967,,
20336,86142505,bad,bad,0.012 *0.988,,
20337,22938022,bad,bad,0.015 *0.985,,
20338,30523627,good,good,*1      0    ,,
20339,52421328,bad,bad,0.001 *0.999,,
20340,88304927,bad,bad,0     *1    ,,
20341,52421326,bad,bad,0.001 *0.999,,
20342,21591615,bad,bad,0.015 *0.985,,
20343,96590062,bad,bad,0.08  *0.92 ,,
20344,52198659,bad,bad,0.001 *0.999,,
20345,30870723,bad,bad,0.01  *0.99 ,,
20346,94599137,good,good,*0.955  0.045,,
20347,92331214,bad,bad,0.004 *0.996,,
20348,94599138,bad,bad,0.072 *0.928,,
20349,20321734,bad,bad,0     *1    ,,
20350,68908713,bad,bad,0.036 *0.964,,
20351,58743453,bad,bad,0.102 *0.898,,
20352,96590063,bad,bad,0.08  *0.92 ,,
20353,96689089,bad,bad,0.08  *0.92 ,,
20354,60392863,bad,bad,0.036 *0.964,,
20355,87479579,bad,bad,0     *1    ,,
20356,12926477,bad,bad,0.033 *0.967,,
20357,50249253,bad,bad,0.013 *0.987,,
20358,32197588,bad,bad,0.01  *0.99 ,,
20359,95762352,bad,bad,0.072 *0.928,,
20360,32110530,bad,bad,0.01  *0.99 ,,
20361,93485612,bad,bad,0.302 *0.698,,
20362,7668973,bad,bad,0.015 *0.985,,
20363,75259914,bad,bad,0.039 *0.961,,
20364,86142505,bad,bad,0.012 *0.988,,
20365,69323954,bad,bad,0.036 *0.964,,
20366,47942864,bad,bad,0.013 *0.987,,
20367,47942866,bad,bad,0.013 *0.987,,
20368,30523626,bad,bad,0     *1    ,,
20369,88304927,bad,bad,0     *1    ,,
20370,52421325,bad,bad,0.001 *0.999,,
20371,52421326,bad,bad,0.001 *0.999,,
20372,21591615,bad,bad,0.015 *0.985,,
20373,96590062,bad,bad,0.08  *0.92 ,,
20374,8788782,bad,bad,0.051 *0.949,,
20375,58743454,bad,bad,0.102 *0.898,,
20376,96590063,bad,bad,0.08  *0.92 ,,
20377,94599140,bad,bad,0.072 *0.928,,
20378,20321733,bad,bad,0     *1    ,,
20379,45850727,bad,bad,0.013 *0.987,,
20380,7481378,bad,bad,0.005 *0.995,,
20381,87479577,good,good,*0.768  0.232,,
20382,12926476,bad,bad,0.027 *0.973,,
20383,44526267,bad,bad,0.011 *0.989,,
20384,7668972,bad,bad,0.005 *0.995,,
20385,22938022,bad,bad,0.027 *0.973,,
20386,22938024,bad,bad,0.027 *0.973,,
20387,69323954,bad,bad,0.01  *0.99 ,,
20388,88987917,bad,bad,0.004 *0.996,,
20389,30523628,good,good,*0.525  0.475,,
20390,82456576,bad,bad,0.043 *0.957,,
20391,52421327,bad,bad,0.013 *0.987,,
20392,52421326,bad,bad,0.013 *0.987,,
20393,21591615,bad,bad,0.027 *0.973,,
20394,21591614,bad,bad,0.027 *0.973,,
20395,68908713,bad,bad,0.01  *0.99 ,,
20396,45850725,bad,bad,0.011 *0.989,,
20397,12926478,bad,bad,0.003 *0.997,,
20398,52068147,good,good,*0.934  0.066,,
20399,28187355,bad,bad,0     *1    ,,
20400,87217530,bad,bad,0     *1    ,,
20401,7668972,bad,bad,0.003 *0.997,,
20402,7668975,bad,bad,0.003 *0.997,,
20403,16306266,bad,bad,0.003 *0.997,,
20404,30523626,good,good,*0.931  0.069,,
20405,1788899,bad,bad,0.003 *0.997,,
20406,11728976,bad,bad,0.003 *0.997,,
20407,52198657,bad,bad,0     *1    ,,
20408,94599137,good,good,*0.928  0.072,,
20409,94599138,good,good,*0.928  0.072,,
20410,68908713,bad,bad,0     *1    ,,
20411,66604316,good,bad,0.441 *0.559,,
20412,47942865,bad,bad,0.441 *0.559,,
20413,56513173,good,bad,0.441 *0.559,,
20414,39942441,bad,bad,0.441 *0.559,,
20415,39942442,good,bad,0.441 *0.559,,
20416,95762355,good,good,*0.583  0.417,,
20417,32110530,good,bad,0.441 *0.559,,
20418,24748479,good,bad,0.441 *0.559,,
20419,19552033,bad,bad,0.441 *0.559,,
20420,86142507,good,bad,0.441 *0.559,,
20421,22938023,bad,bad,0.441 *0.559,,
20422,22938024,bad,bad,0.441 *0.559,,
20423,47942866,bad,bad,0.441 *0.559,,
20424,82456576,good,bad,0.441 *0.559,,
20425,21591613,bad,bad,0.441 *0.559,,
20426,52198658,bad,bad,0.441 *0.559,,
20427,52198659,good,bad,0.441 *0.559,,
20428,52198657,bad,bad,0.441 *0.559,,
20429,28257540,bad,bad,0.441 *0.559,,
20430,94599139,bad,bad,0.116 *0.884,,
20431,58743453,good,bad,0.441 *0.559,,
20432,60392862,bad,bad,0.441 *0.559,,
20433,60392860,bad,bad,0.441 *0.559,,
20434,45850725,bad,bad,0.441 *0.559,,
20435,45850728,bad,bad,0.441 *0.559,,
20436,87479579,bad,bad,0.333 *0.667,,
20437,52068148,bad,good,*0.562  0.438,,
20438,52068145,bad,good,*0.562  0.438,,
20439,56513173,good,good,*0.562  0.438,,
20440,64278029,good,good,*0.562  0.438,,
20441,44526267,good,good,*0.562  0.438,,
20442,87217530,bad,good,*0.562  0.438,,
20443,16465898,bad,good,*0.562  0.438,,
